Model,MSO2014
Firmware Version,1.06
Point Format,Y
Horizontal Units,S
Horizontal Scale,"0,00001"
Sample Interval,"0,000000001"
Filter Frequency,100000000.0
Record Length,100000.0
Gating,0.0% to 100.0%
Probe Attenuation,1.0
Vertical Units,V
Vertical Offset,-0.0
Vertical Scale,1.0
Label,
TIME,CH1
7.10660e-05,1.76
7.10670e-05,1.76
7.10680e-05,1.8
7.10690e-05,1.76
7.10700e-05,1.8
7.10710e-05,1.8
7.10720e-05,1.8
7.10730e-05,1.8
7.10740e-05,1.76
7.10750e-05,1.76
7.10760e-05,1.72
7.10770e-05,1.72
7.10780e-05,1.68
7.10790e-05,1.68
7.10800e-05,1.64
7.10810e-05,1.6
7.10820e-05,1.6
7.10830e-05,1.56
7.10840e-05,1.52
7.10850e-05,1.48
7.10860e-05,1.48
7.10870e-05,1.44
7.10880e-05,1.44
7.10890e-05,1.4
7.10900e-05,1.36
7.10910e-05,1.32
7.10920e-05,1.36
7.10930e-05,1.32
7.10940e-05,1.32
7.10950e-05,1.24
7.10960e-05,1.28
7.10970e-05,1.24
7.10980e-05,1.24
7.10990e-05,1.24
7.11000e-05,1.24
7.11010e-05,1.2
7.11020e-05,1.2
7.11030e-05,1.2
7.11040e-05,1.2
7.11050e-05,1.16
7.11060e-05,1.2
7.11070e-05,1.16
7.11080e-05,1.16
7.11090e-05,1.16
7.11100e-05,1.16
7.11110e-05,1.12
7.11120e-05,1.16
7.11130e-05,1.12
7.11140e-05,1.12
7.11150e-05,1.12
7.11160e-05,1.08
7.11170e-05,1.12
7.11180e-05,1.08
7.11190e-05,1.08
7.11200e-05,1.04
7.11210e-05,1.0
7.11220e-05,1.0
7.11230e-05,0.96
7.11240e-05,0.92
7.11250e-05,0.88
7.11260e-05,0.84
7.11270e-05,0.8
7.11280e-05,0.76
7.11290e-05,0.72
7.11300e-05,0.68
7.11310e-05,0.6
7.11320e-05,0.56
7.11330e-05,0.48
7.11340e-05,0.44
7.11350e-05,0.36
7.11360e-05,0.32
7.11370e-05,0.2
7.11380e-05,0.12
7.11390e-05,0.08
7.11400e-05,-0.04
7.11410e-05,-0.16
7.11420e-05,-0.24
7.11430e-05,-0.32
7.11440e-05,-0.4
7.11450e-05,-0.48
7.11460e-05,-0.6
7.11470e-05,-0.64
7.11480e-05,-0.72
7.11490e-05,-0.8
7.11500e-05,-0.92
7.11510e-05,-0.96
7.11520e-05,-1.04
7.11530e-05,-1.08
7.11540e-05,-1.16
7.11550e-05,-1.2
7.11560e-05,-1.28
7.11570e-05,-1.32
7.11580e-05,-1.4
7.11590e-05,-1.44
7.11600e-05,-1.48
7.11610e-05,-1.52
7.11620e-05,-1.56
7.11630e-05,-1.6
7.11640e-05,-1.6
7.11650e-05,-1.68
7.11660e-05,-1.68
7.11670e-05,-1.72
7.11680e-05,-1.72
7.11690e-05,-1.72
7.11700e-05,-1.72
7.11710e-05,-1.72
7.11720e-05,-1.68
7.11730e-05,-1.64
7.11740e-05,-1.6
7.11750e-05,-1.6
7.11760e-05,-1.52
7.11770e-05,-1.48
7.11780e-05,-1.44
7.11790e-05,-1.36
7.11800e-05,-1.28
7.11810e-05,-1.24
7.11820e-05,-1.16
7.11830e-05,-1.08
7.11840e-05,-1.0
7.11850e-05,-0.88
7.11860e-05,-0.8
7.11870e-05,-0.72
7.11880e-05,-0.6
7.11890e-05,-0.52
7.11900e-05,-0.4
7.11910e-05,-0.32
7.11920e-05,-0.2
7.11930e-05,-0.08
7.11940e-05,0.04
7.11950e-05,0.16
7.11960e-05,0.24
7.11970e-05,0.36
7.11980e-05,0.48
7.11990e-05,0.56
7.12000e-05,0.68
7.12010e-05,0.76
7.12020e-05,0.88
7.12030e-05,0.96
7.12040e-05,1.04
7.12050e-05,1.08
7.12060e-05,1.16
7.12070e-05,1.24
7.12080e-05,1.28
7.12090e-05,1.36
7.12100e-05,1.4
7.12110e-05,1.44
7.12120e-05,1.48
7.12130e-05,1.52
7.12140e-05,1.56
7.12150e-05,1.6
7.12160e-05,1.6
7.12170e-05,1.64
7.12180e-05,1.64
7.12190e-05,1.64
7.12200e-05,1.64
7.12210e-05,1.64
7.12220e-05,1.6
7.12230e-05,1.6
7.12240e-05,1.6
7.12250e-05,1.56
7.12260e-05,1.52
7.12270e-05,1.44
7.12280e-05,1.4
7.12290e-05,1.32
7.12300e-05,1.28
7.12310e-05,1.2
7.12320e-05,1.16
7.12330e-05,1.04
7.12340e-05,0.96
7.12350e-05,0.88
7.12360e-05,0.76
7.12370e-05,0.68
7.12380e-05,0.6
7.12390e-05,0.48
7.12400e-05,0.4
7.12410e-05,0.28
7.12420e-05,0.16
7.12430e-05,0.08
7.12440e-05,-0.04
7.12450e-05,-0.2
7.12460e-05,-0.28
7.12470e-05,-0.4
7.12480e-05,-0.48
7.12490e-05,-0.6
7.12500e-05,-0.68
7.12510e-05,-0.76
7.12520e-05,-0.88
7.12530e-05,-0.96
7.12540e-05,-1.04
7.12550e-05,-1.12
7.12560e-05,-1.16
7.12570e-05,-1.28
7.12580e-05,-1.32
7.12590e-05,-1.4
7.12600e-05,-1.44
7.12610e-05,-1.48
7.12620e-05,-1.52
7.12630e-05,-1.56
7.12640e-05,-1.6
7.12650e-05,-1.64
7.12660e-05,-1.64
7.12670e-05,-1.68
7.12680e-05,-1.68
7.12690e-05,-1.72
7.12700e-05,-1.68
7.12710e-05,-1.68
7.12720e-05,-1.68
7.12730e-05,-1.64
7.12740e-05,-1.64
7.12750e-05,-1.6
7.12760e-05,-1.56
7.12770e-05,-1.52
7.12780e-05,-1.44
7.12790e-05,-1.36
7.12800e-05,-1.32
7.12810e-05,-1.24
7.12820e-05,-1.2
7.12830e-05,-1.08
7.12840e-05,-1.0
7.12850e-05,-0.92
7.12860e-05,-0.84
7.12870e-05,-0.72
7.12880e-05,-0.64
7.12890e-05,-0.52
7.12900e-05,-0.44
7.12910e-05,-0.32
7.12920e-05,-0.2
7.12930e-05,-0.08
7.12940e-05,-0.0
7.12950e-05,0.12
7.12960e-05,0.24
7.12970e-05,0.32
7.12980e-05,0.44
7.12990e-05,0.52
7.13000e-05,0.64
7.13010e-05,0.72
7.13020e-05,0.8
7.13030e-05,0.88
7.13040e-05,1.0
7.13050e-05,1.08
7.13060e-05,1.16
7.13070e-05,1.2
7.13080e-05,1.28
7.13090e-05,1.32
7.13100e-05,1.36
7.13110e-05,1.44
7.13120e-05,1.48
7.13130e-05,1.52
7.13140e-05,1.56
7.13150e-05,1.56
7.13160e-05,1.64
7.13170e-05,1.64
7.13180e-05,1.64
7.13190e-05,1.64
7.13200e-05,1.64
7.13210e-05,1.64
7.13220e-05,1.64
7.13230e-05,1.64
7.13240e-05,1.6
7.13250e-05,1.56
7.13260e-05,1.52
7.13270e-05,1.48
7.13280e-05,1.44
7.13290e-05,1.36
7.13300e-05,1.28
7.13310e-05,1.2
7.13320e-05,1.16
7.13330e-05,1.08
7.13340e-05,1.0
7.13350e-05,0.92
7.13360e-05,0.84
7.13370e-05,0.72
7.13380e-05,0.64
7.13390e-05,0.52
7.13400e-05,0.44
7.13410e-05,0.32
7.13420e-05,0.2
7.13430e-05,0.12
7.13440e-05,0.04
7.13450e-05,-0.12
7.13460e-05,-0.2
7.13470e-05,-0.32
7.13480e-05,-0.44
7.13490e-05,-0.52
7.13500e-05,-0.6
7.13510e-05,-0.72
7.13520e-05,-0.8
7.13530e-05,-0.88
7.13540e-05,-1.0
7.13550e-05,-1.08
7.13560e-05,-1.16
7.13570e-05,-1.24
7.13580e-05,-1.28
7.13590e-05,-1.36
7.13600e-05,-1.4
7.13610e-05,-1.44
7.13620e-05,-1.48
7.13630e-05,-1.56
7.13640e-05,-1.56
7.13650e-05,-1.6
7.13660e-05,-1.6
7.13670e-05,-1.64
7.13680e-05,-1.64
7.13690e-05,-1.64
7.13700e-05,-1.64
7.13710e-05,-1.64
7.13720e-05,-1.6
7.13730e-05,-1.6
7.13740e-05,-1.56
7.13750e-05,-1.52
7.13760e-05,-1.48
7.13770e-05,-1.44
7.13780e-05,-1.36
7.13790e-05,-1.32
7.13800e-05,-1.24
7.13810e-05,-1.16
7.13820e-05,-1.12
7.13830e-05,-1.0
7.13840e-05,-0.96
7.13850e-05,-0.88
7.13860e-05,-0.8
7.13870e-05,-0.68
7.13880e-05,-0.6
7.13890e-05,-0.52
7.13900e-05,-0.4
7.13910e-05,-0.28
7.13920e-05,-0.16
7.13930e-05,-0.04
7.13940e-05,0.04
7.13950e-05,0.16
7.13960e-05,0.28
7.13970e-05,0.36
7.13980e-05,0.48
7.13990e-05,0.56
7.14000e-05,0.68
7.14010e-05,0.76
7.14020e-05,0.88
7.14030e-05,0.96
7.14040e-05,1.04
7.14050e-05,1.12
7.14060e-05,1.24
7.14070e-05,1.28
7.14080e-05,1.36
7.14090e-05,1.4
7.14100e-05,1.48
7.14110e-05,1.52
7.14120e-05,1.6
7.14130e-05,1.6
7.14140e-05,1.64
7.14150e-05,1.64
7.14160e-05,1.68
7.14170e-05,1.68
7.14180e-05,1.72
7.14190e-05,1.68
7.14200e-05,1.72
7.14210e-05,1.68
7.14220e-05,1.68
7.14230e-05,1.64
7.14240e-05,1.64
7.14250e-05,1.56
7.14260e-05,1.52
7.14270e-05,1.44
7.14280e-05,1.44
7.14290e-05,1.36
7.14300e-05,1.28
7.14310e-05,1.2
7.14320e-05,1.12
7.14330e-05,1.04
7.14340e-05,0.96
7.14350e-05,0.88
7.14360e-05,0.8
7.14370e-05,0.72
7.14380e-05,0.64
7.14390e-05,0.52
7.14400e-05,0.4
7.14410e-05,0.28
7.14420e-05,0.16
7.14430e-05,0.08
7.14440e-05,-0.04
7.14450e-05,-0.16
7.14460e-05,-0.24
7.14470e-05,-0.36
7.14480e-05,-0.48
7.14490e-05,-0.56
7.14500e-05,-0.68
7.14510e-05,-0.8
7.14520e-05,-0.88
7.14530e-05,-0.96
7.14540e-05,-1.04
7.14550e-05,-1.12
7.14560e-05,-1.2
7.14570e-05,-1.28
7.14580e-05,-1.32
7.14590e-05,-1.4
7.14600e-05,-1.44
7.14610e-05,-1.48
7.14620e-05,-1.52
7.14630e-05,-1.6
7.14640e-05,-1.6
7.14650e-05,-1.64
7.14660e-05,-1.68
7.14670e-05,-1.68
7.14680e-05,-1.68
7.14690e-05,-1.68
7.14700e-05,-1.68
7.14710e-05,-1.68
7.14720e-05,-1.64
7.14730e-05,-1.64
7.14740e-05,-1.6
7.14750e-05,-1.56
7.14760e-05,-1.52
7.14770e-05,-1.48
7.14780e-05,-1.4
7.14790e-05,-1.32
7.14800e-05,-1.28
7.14810e-05,-1.2
7.14820e-05,-1.12
7.14830e-05,-1.04
7.14840e-05,-0.96
7.14850e-05,-0.88
7.14860e-05,-0.8
7.14870e-05,-0.72
7.14880e-05,-0.6
7.14890e-05,-0.48
7.14900e-05,-0.36
7.14910e-05,-0.24
7.14920e-05,-0.16
7.14930e-05,-0.04
7.14940e-05,0.08
7.14950e-05,0.16
7.14960e-05,0.28
7.14970e-05,0.36
7.14980e-05,0.48
7.14990e-05,0.6
7.15000e-05,0.68
7.15010e-05,0.76
7.15020e-05,0.88
7.15030e-05,0.96
7.15040e-05,1.04
7.15050e-05,1.12
7.15060e-05,1.2
7.15070e-05,1.24
7.15080e-05,1.32
7.15090e-05,1.36
7.15100e-05,1.44
7.15110e-05,1.48
7.15120e-05,1.52
7.15130e-05,1.56
7.15140e-05,1.6
7.15150e-05,1.6
7.15160e-05,1.64
7.15170e-05,1.64
7.15180e-05,1.68
7.15190e-05,1.68
7.15200e-05,1.68
7.15210e-05,1.68
7.15220e-05,1.68
7.15230e-05,1.6
7.15240e-05,1.6
7.15250e-05,1.56
7.15260e-05,1.52
7.15270e-05,1.44
7.15280e-05,1.4
7.15290e-05,1.36
7.15300e-05,1.28
7.15310e-05,1.2
7.15320e-05,1.16
7.15330e-05,1.08
7.15340e-05,1.0
7.15350e-05,0.88
7.15360e-05,0.8
7.15370e-05,0.72
7.15380e-05,0.6
7.15390e-05,0.52
7.15400e-05,0.4
7.15410e-05,0.28
7.15420e-05,0.2
7.15430e-05,0.08
7.15440e-05,-0.04
7.15450e-05,-0.16
7.15460e-05,-0.28
7.15470e-05,-0.4
7.15480e-05,-0.44
7.15490e-05,-0.56
7.15500e-05,-0.64
7.15510e-05,-0.76
7.15520e-05,-0.84
7.15530e-05,-0.88
7.15540e-05,-1.0
7.15550e-05,-1.08
7.15560e-05,-1.16
7.15570e-05,-1.2
7.15580e-05,-1.28
7.15590e-05,-1.32
7.15600e-05,-1.36
7.15610e-05,-1.44
7.15620e-05,-1.44
7.15630e-05,-1.48
7.15640e-05,-1.52
7.15650e-05,-1.56
7.15660e-05,-1.56
7.15670e-05,-1.6
7.15680e-05,-1.6
7.15690e-05,-1.6
7.15700e-05,-1.6
7.15710e-05,-1.64
7.15720e-05,-1.6
7.15730e-05,-1.6
7.15740e-05,-1.56
7.15750e-05,-1.52
7.15760e-05,-1.44
7.15770e-05,-1.4
7.15780e-05,-1.36
7.15790e-05,-1.28
7.15800e-05,-1.24
7.15810e-05,-1.16
7.15820e-05,-1.08
7.15830e-05,-1.0
7.15840e-05,-0.92
7.15850e-05,-0.84
7.15860e-05,-0.76
7.15870e-05,-0.64
7.15880e-05,-0.56
7.15890e-05,-0.48
7.15900e-05,-0.4
7.15910e-05,-0.28
7.15920e-05,-0.16
7.15930e-05,-0.08
7.15940e-05,0.08
7.15950e-05,0.16
7.15960e-05,0.28
7.15970e-05,0.4
7.15980e-05,0.48
7.15990e-05,0.56
7.16000e-05,0.68
7.16010e-05,0.76
7.16020e-05,0.88
7.16030e-05,0.92
7.16040e-05,1.0
7.16050e-05,1.12
7.16060e-05,1.2
7.16070e-05,1.24
7.16080e-05,1.28
7.16090e-05,1.36
7.16100e-05,1.4
7.16110e-05,1.44
7.16120e-05,1.52
7.16130e-05,1.52
7.16140e-05,1.6
7.16150e-05,1.6
7.16160e-05,1.6
7.16170e-05,1.64
7.16180e-05,1.68
7.16190e-05,1.64
7.16200e-05,1.68
7.16210e-05,1.64
7.16220e-05,1.6
7.16230e-05,1.56
7.16240e-05,1.56
7.16250e-05,1.48
7.16260e-05,1.48
7.16270e-05,1.44
7.16280e-05,1.4
7.16290e-05,1.32
7.16300e-05,1.24
7.16310e-05,1.16
7.16320e-05,1.12
7.16330e-05,1.04
7.16340e-05,0.96
7.16350e-05,0.84
7.16360e-05,0.76
7.16370e-05,0.64
7.16380e-05,0.6
7.16390e-05,0.48
7.16400e-05,0.4
7.16410e-05,0.28
7.16420e-05,0.16
7.16430e-05,0.04
7.16440e-05,-0.08
7.16450e-05,-0.2
7.16460e-05,-0.28
7.16470e-05,-0.36
7.16480e-05,-0.48
7.16490e-05,-0.56
7.16500e-05,-0.68
7.16510e-05,-0.76
7.16520e-05,-0.84
7.16530e-05,-0.92
7.16540e-05,-1.0
7.16550e-05,-1.12
7.16560e-05,-1.16
7.16570e-05,-1.24
7.16580e-05,-1.28
7.16590e-05,-1.36
7.16600e-05,-1.4
7.16610e-05,-1.44
7.16620e-05,-1.44
7.16630e-05,-1.52
7.16640e-05,-1.52
7.16650e-05,-1.56
7.16660e-05,-1.56
7.16670e-05,-1.6
7.16680e-05,-1.6
7.16690e-05,-1.64
7.16700e-05,-1.6
7.16710e-05,-1.64
7.16720e-05,-1.6
7.16730e-05,-1.6
7.16740e-05,-1.56
7.16750e-05,-1.52
7.16760e-05,-1.48
7.16770e-05,-1.44
7.16780e-05,-1.36
7.16790e-05,-1.32
7.16800e-05,-1.24
7.16810e-05,-1.16
7.16820e-05,-1.12
7.16830e-05,-1.04
7.16840e-05,-0.92
7.16850e-05,-0.84
7.16860e-05,-0.76
7.16870e-05,-0.68
7.16880e-05,-0.56
7.16890e-05,-0.48
7.16900e-05,-0.36
7.16910e-05,-0.24
7.16920e-05,-0.16
7.16930e-05,-0.04
7.16940e-05,0.08
7.16950e-05,0.16
7.16960e-05,0.28
7.16970e-05,0.36
7.16980e-05,0.48
7.16990e-05,0.56
7.17000e-05,0.68
7.17010e-05,0.76
7.17020e-05,0.88
7.17030e-05,0.92
7.17040e-05,1.04
7.17050e-05,1.12
7.17060e-05,1.2
7.17070e-05,1.2
7.17080e-05,1.28
7.17090e-05,1.36
7.17100e-05,1.4
7.17110e-05,1.44
7.17120e-05,1.48
7.17130e-05,1.52
7.17140e-05,1.56
7.17150e-05,1.56
7.17160e-05,1.6
7.17170e-05,1.64
7.17180e-05,1.64
7.17190e-05,1.64
7.17200e-05,1.64
7.17210e-05,1.64
7.17220e-05,1.64
7.17230e-05,1.6
7.17240e-05,1.56
7.17250e-05,1.52
7.17260e-05,1.48
7.17270e-05,1.44
7.17280e-05,1.4
7.17290e-05,1.32
7.17300e-05,1.24
7.17310e-05,1.2
7.17320e-05,1.08
7.17330e-05,1.04
7.17340e-05,0.96
7.17350e-05,0.88
7.17360e-05,0.76
7.17370e-05,0.68
7.17380e-05,0.6
7.17390e-05,0.48
7.17400e-05,0.36
7.17410e-05,0.28
7.17420e-05,0.16
7.17430e-05,0.08
7.17440e-05,-0.04
7.17450e-05,-0.16
7.17460e-05,-0.28
7.17470e-05,-0.4
7.17480e-05,-0.48
7.17490e-05,-0.6
7.17500e-05,-0.68
7.17510e-05,-0.76
7.17520e-05,-0.84
7.17530e-05,-0.92
7.17540e-05,-1.0
7.17550e-05,-1.12
7.17560e-05,-1.16
7.17570e-05,-1.24
7.17580e-05,-1.28
7.17590e-05,-1.36
7.17600e-05,-1.4
7.17610e-05,-1.44
7.17620e-05,-1.48
7.17630e-05,-1.52
7.17640e-05,-1.52
7.17650e-05,-1.56
7.17660e-05,-1.6
7.17670e-05,-1.64
7.17680e-05,-1.6
7.17690e-05,-1.64
7.17700e-05,-1.64
7.17710e-05,-1.64
7.17720e-05,-1.64
7.17730e-05,-1.64
7.17740e-05,-1.64
7.17750e-05,-1.64
7.17760e-05,-1.6
7.17770e-05,-1.6
7.17780e-05,-1.56
7.17790e-05,-1.56
7.17800e-05,-1.52
7.17810e-05,-1.52
7.17820e-05,-1.48
7.17830e-05,-1.44
7.17840e-05,-1.44
7.17850e-05,-1.4
7.17860e-05,-1.36
7.17870e-05,-1.32
7.17880e-05,-1.32
7.17890e-05,-1.28
7.17900e-05,-1.28
7.17910e-05,-1.28
7.17920e-05,-1.24
7.17930e-05,-1.2
7.17940e-05,-1.2
7.17950e-05,-1.2
7.17960e-05,-1.16
7.17970e-05,-1.16
7.17980e-05,-1.16
7.17990e-05,-1.12
7.18000e-05,-1.12
7.18010e-05,-1.12
7.18020e-05,-1.12
7.18030e-05,-1.12
7.18040e-05,-1.12
7.18050e-05,-1.12
7.18060e-05,-1.12
7.18070e-05,-1.08
7.18080e-05,-1.08
7.18090e-05,-1.08
7.18100e-05,-1.08
7.18110e-05,-1.08
7.18120e-05,-1.08
7.18130e-05,-1.08
7.18140e-05,-1.08
7.18150e-05,-1.08
7.18160e-05,-1.08
7.18170e-05,-1.04
7.18180e-05,-1.04
7.18190e-05,-1.0
7.18200e-05,-1.0
7.18210e-05,-1.0
7.18220e-05,-0.96
7.18230e-05,-0.96
7.18240e-05,-0.96
7.18250e-05,-0.88
7.18260e-05,-0.88
7.18270e-05,-0.84
7.18280e-05,-0.76
7.18290e-05,-0.72
7.18300e-05,-0.68
7.18310e-05,-0.6
7.18320e-05,-0.6
7.18330e-05,-0.56
7.18340e-05,-0.48
7.18350e-05,-0.4
7.18360e-05,-0.32
7.18370e-05,-0.28
7.18380e-05,-0.2
7.18390e-05,-0.12
7.18400e-05,-0.04
7.18410e-05,0.08
7.18420e-05,0.16
7.18430e-05,0.24
7.18440e-05,0.36
7.18450e-05,0.4
7.18460e-05,0.52
7.18470e-05,0.56
7.18480e-05,0.64
7.18490e-05,0.72
7.18500e-05,0.8
7.18510e-05,0.92
7.18520e-05,1.0
7.18530e-05,1.08
7.18540e-05,1.16
7.18550e-05,1.2
7.18560e-05,1.32
7.18570e-05,1.36
7.18580e-05,1.4
7.18590e-05,1.48
7.18600e-05,1.52
7.18610e-05,1.56
7.18620e-05,1.64
7.18630e-05,1.64
7.18640e-05,1.72
7.18650e-05,1.76
7.18660e-05,1.76
7.18670e-05,1.76
7.18680e-05,1.8
7.18690e-05,1.76
7.18700e-05,1.8
7.18710e-05,1.76
7.18720e-05,1.76
7.18730e-05,1.72
7.18740e-05,1.68
7.18750e-05,1.64
7.18760e-05,1.64
7.18770e-05,1.56
7.18780e-05,1.52
7.18790e-05,1.44
7.18800e-05,1.4
7.18810e-05,1.32
7.18820e-05,1.24
7.18830e-05,1.16
7.18840e-05,1.08
7.18850e-05,0.96
7.18860e-05,0.88
7.18870e-05,0.76
7.18880e-05,0.68
7.18890e-05,0.56
7.18900e-05,0.48
7.18910e-05,0.36
7.18920e-05,0.24
7.18930e-05,0.12
7.18940e-05,0.04
7.18950e-05,-0.08
7.18960e-05,-0.2
7.18970e-05,-0.32
7.18980e-05,-0.44
7.18990e-05,-0.52
7.19000e-05,-0.6
7.19010e-05,-0.72
7.19020e-05,-0.8
7.19030e-05,-0.88
7.19040e-05,-1.0
7.19050e-05,-1.08
7.19060e-05,-1.16
7.19070e-05,-1.24
7.19080e-05,-1.32
7.19090e-05,-1.36
7.19100e-05,-1.44
7.19110e-05,-1.48
7.19120e-05,-1.52
7.19130e-05,-1.56
7.19140e-05,-1.6
7.19150e-05,-1.64
7.19160e-05,-1.68
7.19170e-05,-1.68
7.19180e-05,-1.68
7.19190e-05,-1.72
7.19200e-05,-1.68
7.19210e-05,-1.72
7.19220e-05,-1.68
7.19230e-05,-1.64
7.19240e-05,-1.64
7.19250e-05,-1.6
7.19260e-05,-1.52
7.19270e-05,-1.52
7.19280e-05,-1.44
7.19290e-05,-1.4
7.19300e-05,-1.32
7.19310e-05,-1.24
7.19320e-05,-1.2
7.19330e-05,-1.12
7.19340e-05,-1.04
7.19350e-05,-0.96
7.19360e-05,-0.88
7.19370e-05,-0.76
7.19380e-05,-0.64
7.19390e-05,-0.56
7.19400e-05,-0.44
7.19410e-05,-0.36
7.19420e-05,-0.24
7.19430e-05,-0.12
7.19440e-05,-0.04
7.19450e-05,0.08
7.19460e-05,0.2
7.19470e-05,0.32
7.19480e-05,0.44
7.19490e-05,0.52
7.19500e-05,0.64
7.19510e-05,0.72
7.19520e-05,0.84
7.19530e-05,0.92
7.19540e-05,1.0
7.19550e-05,1.08
7.19560e-05,1.2
7.19570e-05,1.24
7.19580e-05,1.32
7.19590e-05,1.36
7.19600e-05,1.44
7.19610e-05,1.48
7.19620e-05,1.52
7.19630e-05,1.56
7.19640e-05,1.6
7.19650e-05,1.64
7.19660e-05,1.64
7.19670e-05,1.64
7.19680e-05,1.68
7.19690e-05,1.68
7.19700e-05,1.68
7.19710e-05,1.68
7.19720e-05,1.68
7.19730e-05,1.64
7.19740e-05,1.64
7.19750e-05,1.6
7.19760e-05,1.56
7.19770e-05,1.48
7.19780e-05,1.44
7.19790e-05,1.36
7.19800e-05,1.32
7.19810e-05,1.24
7.19820e-05,1.2
7.19830e-05,1.08
7.19840e-05,1.04
7.19850e-05,0.92
7.19860e-05,0.84
7.19870e-05,0.72
7.19880e-05,0.64
7.19890e-05,0.56
7.19900e-05,0.44
7.19910e-05,0.32
7.19920e-05,0.24
7.19930e-05,0.08
7.19940e-05,-0.0
7.19950e-05,-0.12
7.19960e-05,-0.2
7.19970e-05,-0.36
7.19980e-05,-0.44
7.19990e-05,-0.56
7.20000e-05,-0.64
7.20010e-05,-0.76
7.20020e-05,-0.84
7.20030e-05,-0.92
7.20040e-05,-1.0
7.20050e-05,-1.08
7.20060e-05,-1.16
7.20070e-05,-1.24
7.20080e-05,-1.32
7.20090e-05,-1.4
7.20100e-05,-1.44
7.20110e-05,-1.48
7.20120e-05,-1.52
7.20130e-05,-1.56
7.20140e-05,-1.6
7.20150e-05,-1.64
7.20160e-05,-1.64
7.20170e-05,-1.68
7.20180e-05,-1.68
7.20190e-05,-1.68
7.20200e-05,-1.68
7.20210e-05,-1.68
7.20220e-05,-1.68
7.20230e-05,-1.68
7.20240e-05,-1.6
7.20250e-05,-1.56
7.20260e-05,-1.52
7.20270e-05,-1.48
7.20280e-05,-1.44
7.20290e-05,-1.36
7.20300e-05,-1.32
7.20310e-05,-1.24
7.20320e-05,-1.16
7.20330e-05,-1.08
7.20340e-05,-1.0
7.20350e-05,-0.92
7.20360e-05,-0.84
7.20370e-05,-0.76
7.20380e-05,-0.64
7.20390e-05,-0.52
7.20400e-05,-0.44
7.20410e-05,-0.36
7.20420e-05,-0.24
7.20430e-05,-0.16
7.20440e-05,-0.0
7.20450e-05,0.08
7.20460e-05,0.2
7.20470e-05,0.32
7.20480e-05,0.44
7.20490e-05,0.52
7.20500e-05,0.6
7.20510e-05,0.68
7.20520e-05,0.8
7.20530e-05,0.88
7.20540e-05,0.96
7.20550e-05,1.08
7.20560e-05,1.16
7.20570e-05,1.24
7.20580e-05,1.28
7.20590e-05,1.36
7.20600e-05,1.4
7.20610e-05,1.44
7.20620e-05,1.52
7.20630e-05,1.52
7.20640e-05,1.56
7.20650e-05,1.6
7.20660e-05,1.6
7.20670e-05,1.6
7.20680e-05,1.64
7.20690e-05,1.64
7.20700e-05,1.64
7.20710e-05,1.64
7.20720e-05,1.6
7.20730e-05,1.6
7.20740e-05,1.6
7.20750e-05,1.52
7.20760e-05,1.52
7.20770e-05,1.44
7.20780e-05,1.4
7.20790e-05,1.32
7.20800e-05,1.28
7.20810e-05,1.2
7.20820e-05,1.12
7.20830e-05,1.04
7.20840e-05,0.96
7.20850e-05,0.84
7.20860e-05,0.76
7.20870e-05,0.68
7.20880e-05,0.6
7.20890e-05,0.48
7.20900e-05,0.4
7.20910e-05,0.28
7.20920e-05,0.16
7.20930e-05,0.08
7.20940e-05,-0.04
7.20950e-05,-0.16
7.20960e-05,-0.24
7.20970e-05,-0.4
7.20980e-05,-0.48
7.20990e-05,-0.56
7.21000e-05,-0.68
7.21010e-05,-0.76
7.21020e-05,-0.84
7.21030e-05,-0.92
7.21040e-05,-1.04
7.21050e-05,-1.12
7.21060e-05,-1.2
7.21070e-05,-1.28
7.21080e-05,-1.36
7.21090e-05,-1.4
7.21100e-05,-1.44
7.21110e-05,-1.52
7.21120e-05,-1.56
7.21130e-05,-1.56
7.21140e-05,-1.6
7.21150e-05,-1.64
7.21160e-05,-1.64
7.21170e-05,-1.68
7.21180e-05,-1.68
7.21190e-05,-1.68
7.21200e-05,-1.68
7.21210e-05,-1.68
7.21220e-05,-1.68
7.21230e-05,-1.64
7.21240e-05,-1.6
7.21250e-05,-1.56
7.21260e-05,-1.52
7.21270e-05,-1.48
7.21280e-05,-1.4
7.21290e-05,-1.36
7.21300e-05,-1.28
7.21310e-05,-1.2
7.21320e-05,-1.12
7.21330e-05,-1.04
7.21340e-05,-0.96
7.21350e-05,-0.88
7.21360e-05,-0.76
7.21370e-05,-0.72
7.21380e-05,-0.6
7.21390e-05,-0.48
7.21400e-05,-0.4
7.21410e-05,-0.28
7.21420e-05,-0.16
7.21430e-05,-0.04
7.21440e-05,0.04
7.21450e-05,0.16
7.21460e-05,0.28
7.21470e-05,0.36
7.21480e-05,0.48
7.21490e-05,0.56
7.21500e-05,0.68
7.21510e-05,0.76
7.21520e-05,0.88
7.21530e-05,0.92
7.21540e-05,1.04
7.21550e-05,1.12
7.21560e-05,1.2
7.21570e-05,1.28
7.21580e-05,1.36
7.21590e-05,1.4
7.21600e-05,1.44
7.21610e-05,1.48
7.21620e-05,1.56
7.21630e-05,1.56
7.21640e-05,1.64
7.21650e-05,1.64
7.21660e-05,1.64
7.21670e-05,1.64
7.21680e-05,1.68
7.21690e-05,1.68
7.21700e-05,1.68
7.21710e-05,1.68
